,gammaTuple,power,harmonic,a1,b1,a2,b2,V1,I1,V2,I2,Gs,Gin,Pdel,Pin,Pout,Gain,PGain,Pdc1,Pdc2,PAE,drainEff,Load Gamma,r,jx
66,"(3,)",5,1,(0.11233+5.169e-09j),(-0.037951-0.098557j),(-0.0079102-0.07186j),(-0.1454+0.33094j),-0.3,5.3114e-08,3.0,0.044466,0,(-0.33785279564870263-0.8773880375112518j),-31.35409350073484,-22.000384778962697,-12.026077551250554,9.974307227712146,19.328015949484286,-1.59342e-08,0.133398,42.28623511445447,47.015702160437186,(-0.17320359773219482+0.10000000939826291j),-0.17320359773219482,0.10000000939826291
67,"(3,)",5,2,(9.9442e-10-2.119e-10j),(0.0060316+0.003918j),(3.0893e-09-2.2549e-09j),(0.026721+0.0041858j),,,,,0,(4998893.122299863+5005194.437577021j),-45.87279772055902,-182.8660491709146,-34.3679621432756,148.498087027639,11.504835577283426,,,,,(9.994169586629847e-08-1.0004251152865357e-07j),9.994169586629847e-08,-1.0004251152865357e-07
68,"(3,)",5,3,(6.739e-11+5.5624e-10j),(-0.0024438+0.0031209j),(5.6849e-10+1.8462e-09j),(-0.0063953+0.012071j),,,,,0,(5004968.987342791+4999793.0031228075j),-51.04793681173032,-188.04177324533967,-40.30097635617813,147.74079688916152,10.74696045555218,,,,,(9.994065553241769e-08-1.000447746107589e-07j),9.994065553241769e-08,-1.000447746107589e-07
69,"(3,)",6,1,(0.12604+5.3628e-09j),(-0.03959-0.11206j),(-0.0074219-0.076719j),(-0.15966+0.35076j),-0.3,8.2637e-08,3.0,0.046517,0,(-0.31410667064402836-0.8890828174826146j),-30.55204082570625,-21.000132066600564,-11.469622363862335,9.530509702738225,19.082418461843915,-2.47911e-08,0.139551,45.394487334160964,51.08634249822287,(-0.1732042928026344+0.09999913727012374j),-0.1732042928026344,0.09999913727012374
70,"(3,)",6,2,(1.1059e-09-2.3119e-10j),(0.0066895+0.0043732j),(3.4401e-09-2.4956e-09j),(0.029678+0.0047383j),,,,,0,(5003572.222041244+5000430.29389069j),-44.95703920197742,-181.95021551932348,-33.452291555136185,148.49792396418732,11.504747646841242,,,,,(9.994117725846787e-08-1.000455313769054e-07j),9.994117725846787e-08,-1.000455313769054e-07
71,"(3,)",6,3,(2.7436e-11+7.7692e-10j),(-0.0037435+0.0040202j),(5.666e-10+2.6165e-09j),(-0.010258+0.015911j),,,,,0,(4998146.81769096+4994888.992547712j),-48.21371198852447,-185.19736136778985,-37.46678371907699,147.73057764871285,10.74692826944748,,,,,(9.994503196737455e-08-1.000462659745665e-07j),9.994503196737455e-08,-1.000462659745665e-07
72,"(3,)",7,1,(0.14142+5.4891e-09j),(-0.040574-0.12738j),(-0.0067785-0.081085j),(-0.17336+0.36806j),-0.3,1.2877e-07,3.0,0.048463,0,(-0.2869042917843939-0.9007212446977348j),-29.731190868981617,-20.00008329848046,-10.999030157344816,9.001053141135642,18.7321607116368,-3.8631000000000004e-08,0.145389,47.768920452286615,54.646887973901045,(-0.17320386272717253+0.09999761354774392j),-0.17320386272717253,0.09999761354774392
73,"(3,)",7,2,(1.168e-09-2.5841e-10j),(0.0071228+0.0045499j),(3.6099e-09-2.6773e-09j),(0.031436+0.0046794j),,,,,0,(4992097.902411892+4999921.24911152j),-44.47113658311019,-181.453904444232,-32.96657506984183,148.48732937439016,11.504561513268353,,,,,(9.99413640739208e-08-1.0004344124721673e-07j),9.99413640739208e-08,-1.0004344124721673e-07
74,"(3,)",7,3,(-6.7354e-11+1.0271e-09j),(-0.0054738+0.0047954j),(3.9521e-10+3.5245e-09j),(-0.015657+0.019592j),,,,,0,(4996869.011544621+5001694.951413128j),-45.77095569825198,-182.75940933786575,-35.02387557702485,147.7355337608409,10.747080121227132,,,,,(9.994497468348817e-08-1.0004330689155648e-07j),9.994497468348817e-08,-1.0004330689155648e-07
75,"(3,)",8,1,(0.15868+5.4692e-09j),(-0.040824-0.14463j),(-0.0060886-0.084916j),(-0.18593+0.38292j),-0.3,1.996e-07,3.0,0.050221,0,(-0.25727252952445606-0.9114570115510783j),-28.869082777346755,-18.99985612059755,-10.606058292389148,8.3937978282084,18.263024484957604,-5.987999999999999e-08,0.150663,49.3719595368604,57.728139355395825,(-0.17320298673143195+0.10000060410261973j),-0.17320298673143195,0.10000060410261973
76,"(3,)",8,2,(1.1784e-09-2.9433e-10j),(0.0073605+0.0044203j),(3.5904e-09-2.8198e-09j),(0.032051+0.0038696j),,,,,0,(4997493.8304108735+4999331.601412791j),-44.33468161596256,-181.32162397344217,-32.83062089951764,148.49100307392453,11.504060716444917,,,,,(9.994278844333341e-08-1.0004488515679145e-07j),9.994278844333341e-08,-1.0004488515679145e-07
77,"(3,)",8,3,(-2.227e-10+1.2896e-09j),(-0.0075629+0.0053373j),(3.0603e-11+4.5112e-09j),(-0.022416+0.022699j),,,,,0,(5002290.3857731065+5000690.083039958j),-43.68129109018013,-180.67357966129782,-32.93400979311547,147.73956986818237,10.747281297064657,,,,,(9.99425837628608e-08-1.0004475781436573e-07j),9.99425837628608e-08,-1.0004475781436573e-07
78,"(3,)",9,1,(0.17804+5.4262e-09j),(-0.040201-0.16397j),(-0.0054468-0.088091j),(-0.19664+0.39506j),-0.3,2.9983e-07,3.0,0.051756,0,(-0.22579760164784685-0.9209728082160024j),-27.964286199007198,-17.999948244430108,-10.293045231798867,7.706903012631241,17.67124096720833,-8.9949e-08,0.15526800000000002,49.99477023235953,60.20236020582478,(-0.17320645397833048+0.100000296436741j),-0.17320645397833048,0.100000296436741
79,"(3,)",9,2,(1.1385e-09-3.3812e-10j),(0.0073721+0.0040064j),(3.3868e-09-2.9038e-09j),(0.031454+0.0024313j),,,,,0,(4990042.561878559+5000995.336866385j),-44.53462892503997,-181.51654631513767,-33.03091117466904,148.48563514046864,11.503717750370924,,,,,(9.994158813040574e-08-1.0004412739942313e-07j),9.994158813040574e-08,-1.0004412739942313e-07
80,"(3,)",9,3,(-4.3369e-10+1.5483e-09j),(-0.0099094+0.0055687j),(-5.2982e-10+5.5144e-09j),(-0.030236+0.024909j),,,,,0,(4997302.602868007+5000400.332081751j),-41.89745202966936,-178.88515705542403,-31.150138666835872,147.73501838858817,10.747313362833484,,,,,(9.994163543440341e-08-1.0004477453910719e-07j),9.994163543440341e-08,-1.0004477453910719e-07
81,"(4,)",1,1,(0.070879+5.2978e-09j),(-0.039233-0.057197j),(-0.051545-0.015422j),(-0.077108+0.25773j),-0.3,2.2109e-10,3.0,0.036019,0,(-0.5535208492663343-0.8069667612065243j),-39.72431173705231,-25.999948323514054,-14.591972429091784,11.407975894422272,25.132339307960528,-6.6327e-11,0.10805700000000001,29.82307430985497,32.147695871160586,(-2.489968392547222e-06+0.1999968649225267j),-2.489968392547222e-06,0.1999968649225267
82,"(4,)",1,2,(2.2525e-10-1.2654e-10j),(0.0017596+0.00049269j),(5.7811e-10-7.8103e-10j),(0.0067967-0.0010112j),,,,,0,(5003823.777557856+4998330.125692214j),-57.774219535273005,-194.7657915439172,-46.26925568791856,148.49653585599864,11.504963847354439,,,,,(9.994180439662666e-08-1.0004396948432787e-07j),9.994180439662666e-08,-1.0004396948432787e-07
83,"(4,)",1,3,(3.956e-11+8.9388e-11j),(-0.00024932+0.00064445j),(1.8844e-10+2.7909e-10j),(-0.00045448+0.0023376j),,,,,0,(4996541.852411582+5000483.238034213j),-66.220782077634,-203.20789843801356,-55.4737602844476,147.73413815356597,10.7470217931864,,,,,(9.994110128575312e-08-1.000433058317715e-07j),9.994110128575312e-08,-1.000433058317715e-07
84,"(4,)",2,1,(0.079527+5.7545e-09j),(-0.042937-0.064909j),(-0.056497-0.017383j),(-0.086917+0.28248j),-0.3,1.8236e-09,3.0,0.036545,0,(-0.5399047455173066-0.8161881737412217j),-38.73252703415645,-25.000007959544877,-13.774987764181699,11.225020195363179,24.95753926997475,-5.470799999999999e-10,0.10963500000000001,35.35864088201759,38.24300432845351,(2.288610295521387e-06+0.20000283588522708j),2.288610295521387e-06,0.20000283588522708
85,"(4,)",2,2,(2.4432e-10-1.5348e-10j),(0.0019885+0.00045547j),(6.0298e-10-9.0185e-10j),(0.0075254-0.0014906j),,,,,0,(4996191.161588686+5002805.416996691j),-56.81771208343857,-193.80654242265052,-45.3125745300163,148.49396789263423,11.50513755342227,,,,,(9.99423985307722e-08-1.0004463028543748e-07j),9.99423985307722e-08,-1.0004463028543748e-07
86,"(4,)",2,3,(5.5704e-11+1.632e-10j),(-0.00053721+0.0010941j),(2.882e-10+5.1939e-10j),(-0.0011581+0.0040376j),,,,,0,(4998200.773311799+4997731.469831866j),-61.291136654946925,-198.27730278036046,-50.54447484737353,147.73282793298694,10.746661807573389,,,,,(9.994239815113467e-08-1.0004539610135455e-07j),9.994239815113467e-08,-1.0004539610135455e-07
87,"(4,)",3,1,(0.089231+6.1406e-09j),(-0.046223-0.074034j),(-0.06104-0.019547j),(-0.097736+0.3052j),-0.3,8.6011e-09,3.0,0.037019,0,(-0.5180150967129079-0.8296891979141385j),-37.63749412043282,-23.99998475475952,-13.07190966917985,10.928075085579668,24.565584451252967,-2.5803299999999995e-09,0.11105700000000002,40.803023459124574,44.38774633161349,(5.943561538668287e-07+0.19999980966581563j),5.943561538668287e-07,0.19999980966581563
88,"(4,)",3,2,(2.3952e-10-1.9127e-10j),(0.002153+0.00024208j),(5.2811e-10-1.024e-09j),(0.0077623-0.0024756j),,,,,0,(4995888.435596469+5000181.951722347j),-56.29485825462248,-193.28114521018878,-44.78980338840853,148.49134182178028,11.50505486621396,,,,,(9.994234855897269e-08-1.0004544038589172e-07j),9.994234855897269e-08,-1.0004544038589172e-07
89,"(4,)",3,3,(6.6982e-11+2.9403e-10j),(-0.0011362+0.0018044j),(4.0569e-10+9.5671e-10j),(-0.0027588+0.006811j),,,,,0,(4997158.985388485+5002617.7708373j),-56.43323208280552,-193.42273951110565,-45.686306186803485,147.73643332430214,10.74692589600203,,,,,(9.994193397325251e-08-1.0004548633760226e-07j),9.994193397325251e-08,-1.0004548633760226e-07
90,"(4,)",4,1,(0.10012+6.4123e-09j),(-0.04877-0.084809j),(-0.064853-0.021851j),(-0.10926+0.32427j),-0.3,2.298e-08,3.0,0.037563,0,(-0.4871155156980551-0.847073480587986j),-36.44994095889538,-22.999883137916083,-12.502428098574027,10.497455039342054,23.947512860321353,-6.894e-09,0.112689,45.42652268189439,49.87416814862142,(1.836298909944545e-06+0.19999629742492706j),1.836298909944545e-06,0.19999629742492706
91,"(4,)",4,2,(2.2559e-10-2.5844e-10j),(0.0024216-0.00016578j),(3.7629e-10-1.2347e-09j),(0.0080575-0.004288j),,,,,0,(5006139.581230742+5000251.400209553j),-55.30794562560808,-192.30319653561548,-43.803315566444255,148.49988096917122,11.50463005916382,,,,,(9.994388745699394e-08-1.0004847788822963e-07j),9.994388745699394e-08,-1.0004847788822963e-07
92,"(4,)",4,3,(5.7916e-11+4.9052e-10j),(-0.0021624+0.0027432j),(4.957e-10+1.6286e-09j),(-0.00567+0.010619j),,,,,0,(5002198.021128777+4998995.556943029j),-52.146302971618574,-189.13704012714976,-41.39925462451198,147.7377855026378,10.747048347106588,,,,,(9.994671458023083e-08-1.0004688498633663e-07j),9.994671458023083e-08,-1.0004688498633663e-07
93,"(4,)",5,1,(0.11233+6.5582e-09j),(-0.050514-0.097284j),(-0.067947-0.024194j),(-0.12097+0.33974j),-0.3,4.5318e-08,3.0,0.038266,0,(-0.44969291978780535-0.8660553463084116j),-35.212978641138434,-22.000384778962694,-12.046245295445129,9.954139483517567,23.166733345693302,-1.35954e-08,0.11479800000000001,48.884490650969504,54.38024358220525,(-9.301305742456193e-07+0.19999738776092177j),-9.301305742456193e-07,0.19999738776092177
94,"(4,)",5,2,(2.1685e-10-3.5804e-10j),(0.0028752-0.00070734j),(1.9308e-10-1.5626e-09j),(0.0087823-0.0068435j),,,,,0,(5003768.5540941395+4999812.280875562j),-53.581737918935566,-190.57454835857098,-42.077404207697064,148.4971441508739,11.504333711238505,,,,,(9.994442688782323e-08-1.0004558197660994e-07j),9.994442688782323e-08,-1.0004558197660994e-07
95,"(4,)",5,3,(9.7029e-12+7.2994e-10j),(-0.0036038+0.0036984j),(4.7674e-10+2.471e-09j),(-0.0099797+0.014735j),,,,,0,(5000206.482052017+5003584.545955424j),-48.75079661581398,-185.7437893754687,-38.00361860740058,147.7401707680681,10.747178008413396,,,,,(9.99400062871278e-08-1.0004148495036644e-07j),9.99400062871278e-08,-1.0004148495036644e-07
96,"(4,)",6,1,(0.12604+6.6253e-09j),(-0.051539-0.11141j),(-0.070533-0.026449j),(-0.13225+0.35267j),-0.3,8.432e-08,3.0,0.03902,0,(-0.40890991634618407-0.8839257163666225j),-33.884758446784176,-21.000132066600557,-11.668792344587029,9.33133972201353,22.215966102197147,-2.5296e-08,0.11706,51.386321591491516,58.171765637280025,(1.553717611126572e-06+0.19999658184945113j),1.553717611126572e-06,0.19999658184945113
97,"(4,)",6,2,(2.0256e-10-4.7062e-10j),(0.0033675-0.0013435j),(-2.9872e-11-1.9276e-09j),(0.0094943-0.0097832j),,,,,0,(5006971.368485103+5000399.21720211j),-51.82267802844771,-188.81877959611631,-40.31861039759227,148.50016919852405,11.50406763085545,,,,,(9.994193853205509e-08-1.0004402925473162e-07j),9.994193853205509e-08,-1.0004402925473162e-07
98,"(4,)",6,3,(-9.424e-11+9.7799e-10j),(-0.0053625+0.0044227j),(2.771e-10+3.3763e-09j),(-0.015506+0.01826j),,,,,0,(5004133.5294083655+5000982.071584122j),-46.16932897003662,-183.1634716627147,-35.422212899706935,147.74125876300778,10.747116070329684,,,,,(9.994451957224208e-08-1.0004598688319748e-07j),9.994451957224208e-08,-1.0004598688319748e-07
99,"(4,)",7,1,(0.14142+6.612e-09j),(-0.051866-0.12725j),(-0.07271-0.028546j),(-0.14273+0.36355j),-0.3,1.4481e-07,3.0,0.039778,0,(-0.3667515623638154-0.8998019910552868j),-32.529877309807745,-20.000083298480455,-11.35373724010738,8.646346058373076,21.17614006970036,-4.3443e-08,0.119334,52.97703118306599,61.35671191110663,(8.268740486418768e-18+0.19999999999999998j),8.268740486418768e-18,0.19999999999999998
100,"(4,)",7,2,(1.767e-10-5.8711e-10j),(0.0038245-0.0020521j),(-2.955e-10-2.2888e-09j),(0.0099735-0.012917j),,,,,0,(5002639.8375958325+5008488.257220652j),-50.259971705500426,-187.25933359728964,-38.75626880074427,148.50306479654537,11.503702904756157,,,,,(9.994480775923768e-08-1.0004641481665689e-07j),9.994480775923768e-08,-1.0004641481665689e-07
101,"(4,)",7,3,(-2.4481e-10+1.2161e-09j),(-0.0073019+0.0048499j),(-9.1755e-11+4.2711e-09j),(-0.021826+0.020887j),,,,,0,(4994402.113888953+4998947.799110966j),-44.15446744944361,-181.13839027775452,-33.40729998884415,147.73109028891037,10.747167460599451,,,,,(9.994412461473284e-08-1.0004430812664143e-07j),9.994412461473284e-08,-1.0004430812664143e-07
102,"(4,)",8,1,(0.15868+6.5412e-09j),(-0.051486-0.14491j),(-0.074552-0.030408j),(-0.15204+0.37276j),-0.3,2.3243e-07,3.0,0.040486,0,(-0.324464368373865-0.9132215646433937j),-31.16444709169169,-18.999856120597546,-11.090663691164899,7.909192429432648,20.073783400526793,-6.9729e-08,0.12145800000000001,53.682832597276395,64.04828501704291,0.2j,0.0,0.2
103,"(4,)",8,2,(1.3754e-10-7.0096e-10j),(0.004193-0.0028157j),(-6.0529e-10-2.6164e-09j),(0.010064-0.016104j),,,,,0,(4998211.558590995+5001064.229387404j),-48.943294881469434,-185.93236621294935,-37.43976679713933,148.49259941581002,11.503528084330107,,,,,(9.994613719940235e-08-1.0004644341621865e-07j),9.994613719940235e-08,-1.0004644341621865e-07
104,"(4,)",8,3,(-4.3583e-10+1.4355e-09j),(-0.0093581+0.0050035j),(-6.025e-10+5.1365e-09j),(-0.028709+0.022657j),,,,,0,(5003565.604654962+4999927.55313356j),-42.494567092534005,-179.48730129879425,-31.747211615951212,147.74008968284303,10.74735547658279,,,,,(9.994035346798043e-08-1.0004358951812907e-07j),9.994035346798043e-08,-1.0004358951812907e-07
105,"(4,)",9,1,(0.17804+6.4005e-09j),(-0.05036-0.16454j),(-0.076105-0.031963j),(-0.15981+0.38052j),-0.3,3.376e-07,3.0,0.041139,0,(-0.282857817991338-0.9241743326756264j),-29.811538457545346,-17.999948244430108,-10.874561901243496,7.125386343186611,18.93697655630185,-1.0128e-07,0.123417,53.405471088261734,66.24739788926972,(-1.2957429788278739e-06+0.20000317216620797j),-1.2957429788278739e-06,0.20000317216620797
106,"(4,)",9,2,(7.5262e-11-8.069e-10j),(0.0044111-0.0036526j),(-9.8004e-10-2.883e-09j),(0.0095255-0.019312j),,,,,0,(4993165.235635425+5000996.899288149j),-47.8516555333794,-184.8362860577363,-36.348036760151764,148.48824929758453,11.503618773227629,,,,,(9.994020890027726e-08-1.000424844593823e-07j),9.994020890027726e-08,-1.000424844593823e-07
107,"(4,)",9,3,(-6.5684e-10+1.6368e-09j),(-0.011467+0.0049023j),(-1.2298e-09+5.952e-09j),(-0.035923+0.023594j),,,,,0,(5001062.123671518+4998840.637028105j),-41.09230806874305,-178.081923865038,-30.34530472930816,147.73661913572982,10.747003339434897,,,,,(9.994354344027859e-08-1.0004543150822782e-07j),9.994354344027859e-08,-1.0004543150822782e-07
108,"(5,)",1,1,(0.070879+6.5992e-09j),(-0.040885-0.045784j),(-0.034117+0.037856j),(-0.053089+0.24921j),-0.3,1.514e-11,3.0,0.034616,0,(-0.5768281756617035-0.6459458541090521j),-32.02014506828693,-25.999948323514044,-15.063536357214169,10.936411966299872,16.956608711072757,-4.542e-12,0.103848,27.589932861008375,30.008772242123104,(0.17320743850766593+0.10000236867327367j),0.17320743850766593,0.10000236867327367
109,"(5,)",1,2,(1.1862e-10-2.5897e-12j),(0.00060576+0.00058029j),(4.0309e-10-1.911e-10j),(0.0029706+0.0010616j),,,,,0,(4997543.54379634+5001113.964890992j),-64.53653762422971,-201.52507206995566,-53.03143241103272,148.49363965892292,11.505105213196977,,,,,(9.993985826552555e-08-1.0004583368164072e-07j),9.993985826552555e-08,-1.0004583368164072e-07
110,"(5,)",1,3,(4.4198e-11+8.3895e-11j),(-0.00019826+0.00064067j),(2.0113e-10+2.5761e-10j),(-0.00028359+0.0022937j),,,,,0,(5003018.630493928+4998908.366774785j),-66.48044265489615,-203.47181703899648,-55.73368146914027,147.7381355698562,10.746761185755894,,,,,(9.994258195500061e-08-1.0004478214963537e-07j),9.994258195500061e-08,-1.0004478214963537e-07
111,"(5,)",2,1,(0.079527+7.1626e-09j),(-0.044718-0.052605j),(-0.037776+0.041074j),(-0.06089+0.2723j),-0.3,1.7126e-10,3.0,0.034536,0,(-0.5622996559391082-0.6614734111996239j),-31.08585717680404,-25.000007959544863,-14.274723555746327,10.725284403798538,16.811133621057714,-5.1378000000000003e-11,0.10360799999999999,33.01687066587519,36.06902094818932,(0.17320212267073742+0.09999898182364596j),0.17320212267073742,0.09999898182364596
112,"(5,)",2,2,(7.9573e-11+3.347e-11j),(0.00022991+0.0005649j),(3.2426e-10-7.2464e-12j),(0.0016568+0.001586j),,,,,0,(4992125.08023619+4999353.72003688j),-67.30521359279392,-204.2875113340723,-55.80012692823685,148.48738440583543,11.505086664557076,,,,,(9.9943531403908e-08-1.0004637904792256e-07j),9.9943531403908e-08,-1.0004637904792256e-07
113,"(5,)",2,3,(7.9128e-11+1.6952e-10j),(-0.00045213+0.0012441j),(3.7188e-10+5.271e-10j),(-0.00077841+0.0044948j),,,,,0,(5003781.199386013+5002767.80760392j),-60.57444746547059,-197.56983408671397,-49.82775672259344,147.74207736412052,10.746690742877155,,,,,(9.994324863546988e-08-1.0004378930549436e-07j),9.994324863546988e-08,-1.0004378930549436e-07
114,"(5,)",3,1,(0.089231+7.6288e-09j),(-0.048103-0.061005j),(-0.041403+0.043762j),(-0.069873+0.293j),-0.3,2.5585e-09,3.0,0.034182,0,(-0.5390840090957084-0.6836749099240836j),-30.16224300013574,-23.999984754759506,-13.610022918871337,10.38996183588817,16.552220081264398,-7.675499999999999e-10,0.102546,38.5874357434712,42.469679497981396,(0.17320625717758759+0.10000190850590587j),0.17320625717758759,0.10000190850590587
115,"(5,)",3,2,(-1.2074e-11+8.0092e-11j),(-0.00046027+0.00033995j),(8.1744e-11+2.9311e-10j),(-0.0010579+0.0018739j),,,,,0,(4997260.225170851+4993421.066289856j),-67.85932119465977,-204.84092397824782,-56.35387699349158,148.48704698475623,11.505444201168189,,,,,(9.993877525220726e-08-1.0004228098581036e-07j),9.993877525220726e-08,-1.0004228098581036e-07
116,"(5,)",3,3,(1.1135e-10+3.2105e-10j),(-0.0010484+0.0021623j),(5.7331e-10+1.0212e-09j),(-0.0022435+0.0079718j),,,,,0,(5000930.529217384+5000011.258147813j),-55.39501783023422,-192.3855358978816,-44.64814229749826,147.73739360038334,10.746875532735952,,,,,(9.994594024638376e-08-1.0004499823662936e-07j),9.994594024638376e-08,-1.0004499823662936e-07
117,"(5,)",4,1,(0.10012+7.9706e-09j),(-0.050797-0.071137j),(-0.044826+0.04582j),(-0.079552+0.31047j),-0.3,1.2575e-08,3.0,0.033689,0,(-0.5073612231646973-0.7105173387537618j),-29.238683351668662,-22.999883137916072,-13.071033162101495,9.928849975814577,16.16765018956717,-3.7724999999999995e-09,0.10106699999999999,43.82601864505722,48.78511231559264,(0.17320588809728799+0.10000040322763727j),0.17320588809728799,0.10000040322763727
118,"(5,)",4,2,(-1.3866e-10+1.1373e-10j),(-0.0012613-0.00012512j),(-3.0109e-10+6.031e-10j),(-0.004522+0.0015079j),,,,,0,(4995535.536345086+4999727.798561422j),-60.95140424695916,-197.93698986460186,-49.44578730454255,148.4912025600593,11.505616942416605,,,,,(9.994361600623097e-08-1.0004312724993461e-07j),9.994361600623097e-08,-1.0004312724993461e-07
119,"(5,)",4,3,(1.1332e-10+5.3798e-10j),(-0.0021219+0.0032565j),(7.1234e-10+1.7552e-09j),(-0.0052208+0.012336j),,,,,0,(5000524.865849115+4997508.23041381j),-51.21844526069181,-188.20643710050237,-40.47126107410848,147.7351760263939,10.747184186583311,,,,,(9.994314145603497e-08-1.0004240863437643e-07j),9.994314145603497e-08,-1.0004240863437643e-07
120,"(5,)",5,1,(0.11233+8.1818e-09j),(-0.052625-0.083162j),(-0.047929+0.047182j),(-0.089585+0.32412j),-0.3,3.2164e-08,3.0,0.033401,0,(-0.4684857656662064-0.7403364743785558j),-28.33759390165622,-22.000384778962683,-12.653764975289203,9.346619803673482,15.683828926367019,-9.6492e-09,0.100203,47.87176409887925,54.16799719569274,(0.17320905373515086+0.10000020647024717j),0.17320905373515086,0.10000020647024717
