,gammaTuple,power,harmonic,a1,b1,a2,b2,V1,I1,V2,I2,Gs,Gin,Pdel,Pin,Pout,Gain,PGain,Pdc1,Pdc2,PAE,drainEff,Load Gamma,r,jx
794,"(30,)",4,3,(-1.9649e-10+8.9689e-10j),(-0.0054644+0.0035029j),(-1.1928e-10+3.161e-09j),(-0.01641+0.015201j),,,,,0,(5000374.814361372+4997130.476118737j),-46.764387863106606,-183.75192121633322,-36.01748712896156,147.73443408737168,10.746900734145044,,,,,(9.994383167280294e-08-1.0004593630357846e-07j),9.994383167280294e-08,-1.0004593630357846e-07
795,"(30,)",5,1,(0.11233+8.8171e-09j),(-0.067415-0.091527j),(-0.16388+0.095272j),(-0.053932+0.3113j),-0.3,6.3228e-08,3.0,0.021765,0,(-0.6001514037586857-0.8148045465005345j),-38.182349150204054,-22.00038477896268,-14.956450855492832,7.043933923469848,23.225898294711218,-1.89684e-08,0.06529499999999999,39.256385129029745,48.91870912014705,(0.38567378509973116+0.45962043502088434j),0.38567378509973116,0.45962043502088434
796,"(30,)",5,2,(-1.6237e-09-4.3534e-10j),(-0.0059376-0.010293j),(-6.2395e-09+1.0011e-09j),(-0.036192-0.026213j),,,,,0,(4997247.876504264+4999382.958331362j),-41.51192399273284,-178.49869732143344,-30.006557946612816,148.49213937482062,11.505366046120018,,,,,(9.993987247456898e-08-1.0004486840119022e-07j),9.993987247456898e-08,-1.0004486840119022e-07
797,"(30,)",5,3,(-3.0957e-10+1.0561e-09j),(-0.0068367+0.0037336j),(-4.0887e-10+3.7742e-09j),(-0.020925+0.016817j),,,,,0,(5002962.5672031045+5007038.043813025j),-45.17982735544115,-182.17821019848046,-34.43295291190499,147.74525728657545,10.746874443536154,,,,,(9.994396129750413e-08-1.0004503717370957e-07j),9.994396129750413e-08,-1.0004503717370957e-07
798,"(30,)",6,1,(0.12604+8.7124e-09j),(-0.06755-0.10644j),(-0.16971+0.093972j),(-0.061838+0.31735j),-0.3,1.231e-07,3.0,0.02062,0,(-0.5359410294951409-0.8444937744419816j),-54.95223403966616,-21.00013206660055,-14.755860919213626,6.244271147386923,40.196373120452535,-3.693e-08,0.06186,41.23557893630773,54.07592940510831,(0.3856751931895096+0.4596206630015665j),0.3856751931895096,0.4596206630015665
799,"(30,)",6,2,(-1.7539e-09-6.7153e-10j),(-0.0054076-0.012117j),(-7.0457e-09+3.9232e-10j),(-0.037175-0.033288j),,,,,0,(4995954.174057173+4995761.955354003j),-40.55359858619192,-177.53610037070356,-29.04818166007974,148.48791871062383,11.505416926112176,,,,,(9.994264921467404e-08-1.0004602305468914e-07j),9.994264921467404e-08,-1.0004602305468914e-07
800,"(30,)",6,3,(-4.2181e-10+1.2299e-09j),(-0.0082582+0.0040369j),(-6.8312e-10+4.4274e-09j),(-0.025564+0.01871j),,,,,0,(4997330.037810677+5000631.121840051j),-43.74201921027514,-180.72994863230429,-32.99477047532718,147.7351781569771,10.74724873494796,,,,,(9.994192212632678e-08-1.0004250653326655e-07j),9.994192212632678e-08,-1.0004250653326655e-07
801,"(30,)",7,1,(0.14142+8.5324e-09j),(-0.06695-0.12302j),(-0.17462+0.092331j),(-0.069191+0.32186j),-0.3,1.9828e-07,3.0,0.020025,0,(-0.4734125825361237-0.8698910759486246j),-37.17385250027599,-20.00008329848045,-14.598952642842455,5.401130655637994,22.574899857433536,-5.9484e-08,0.060075,41.085709296712366,57.73124937161879,(0.38567359673436186+0.4596248622641918j),0.38567359673436186,0.4596248622641918
802,"(30,)",7,2,(-1.8183e-09-8.9925e-10j),(-0.0045955-0.013587j),(-7.6224e-09-2.8947e-10j),(-0.036647-0.03958j),,,,,0,(4999946.568726842+4999613.951532964j),-39.87742525152909,-176.86674356405393,-28.371998408000245,148.49474515605368,11.505426843528845,,,,,(9.994412061006179e-08-1.0004415896925383e-07j),9.994412061006179e-08,-1.0004415896925383e-07
803,"(30,)",7,3,(-5.6055e-10+1.3983e-09j),(-0.0097928+0.0041905j),(-1.0487e-09+5.0842e-09j),(-0.030677+0.020163j),,,,,0,(5000720.095565235+4998674.354881577j),-42.46190194076577,-179.45107617631777,-31.714609694872003,147.73646648144577,10.747292245893767,,,,,(9.994153024323242e-08-1.0004494982252845e-07j),9.994153024323242e-08,-1.0004494982252845e-07
804,"(30,)",8,1,(0.15868+8.3043e-09j),(-0.065716-0.14116j),(-0.17867+0.09108j),(-0.075128+0.32569j),-0.3,2.854e-07,3.0,0.019671,0,(-0.41414171532275434-0.8895890884852721j),-33.30402293325816,-18.999856120597542,-14.46726036148971,4.532595759107832,18.83676257176845,-8.562e-08,0.059013,39.24585666209132,60.579581773507506,(0.38567545716576834+0.459624103454359j),0.38567545716576834,0.459624103454359
805,"(30,)",8,2,(-1.8637e-09-1.0888e-09j),(-0.0038792-0.014764j),(-8.0716e-09-8.6812e-10j),(-0.035997-0.04472j),,,,,0,(5002230.713740671+4999501.635928076j),-39.33629550291498,-176.3275004391052,-27.830872772922422,148.49662766618277,11.505422729992556,,,,,(9.994218785896282e-08-1.0004429927640684e-07j),9.994218785896282e-08,-1.0004429927640684e-07
806,"(30,)",8,3,(-7.2722e-10+1.5479e-09j),(-0.011375+0.0040975j),(-1.5261e-09+5.6912e-09j),(-0.0361+0.020809j),,,,,0,(4996728.391611828+5001149.414724496j),-41.36141648178116,-178.349273864733,-30.614241201248436,147.7350326634846,10.74717528053272,,,,,(9.994121883367225e-08-1.000421932767345e-07j),9.994121883367225e-08,-1.000421932767345e-07
807,"(30,)",9,1,(0.17804+8.0895e-09j),(-0.063881-0.16104j),(-0.18199+0.090348j),(-0.079617+0.32914j),-0.3,3.8871e-07,3.0,0.01945,0,(-0.35880143404336523-0.9045158228346203j),-30.747967951853603,-17.999948244430104,-14.353997056630885,3.645951187799218,16.393970895222715,-1.1661299999999999e-07,0.05835,35.72463023564689,62.88679098971722,(0.38567946948219106+0.45963224669817226j),0.38567946948219106,0.45963224669817226
808,"(30,)",9,2,(-1.9101e-09-1.2384e-09j),(-0.0033616-0.015739j),(-8.4582e-09-1.3098e-09j),(-0.03572-0.048861j),,,,,0,(5000306.228155728+4997969.094315452j),-38.87702606033613,-175.86522817593422,-27.371556459376592,148.49367171655763,11.505469600959533,,,,,(9.99436220310425e-08-1.0004326192773705e-07j),9.99436220310425e-08,-1.0004326192773705e-07
809,"(30,)",9,3,(-9.1193e-10+1.6689e-09j),(-0.012916+0.0037989j),(-2.0745e-09+6.2248e-09j),(-0.04151+0.020732j),,,,,0,(5009470.803801565+5001925.393905709j),-40.4274072554675,-177.4270027412916,-29.680069601391597,147.74693313989997,10.747337654075906,,,,,(9.994215057095347e-08-1.0004334700946743e-07j),9.994215057095347e-08,-1.0004334700946743e-07
810,"(31,)",1,1,(0.070879+8.8066e-09j),(-0.054827-0.037648j),(-0.082728+0.12399j),(-0.016086+0.2479j),-0.3,1.8443e-12,3.0,0.030023,0,(-0.7735296022475158-0.5311586391996812j),-35.225453293451466,-25.999948323514012,-17.044798799157054,8.955149524356958,18.180654494294412,-5.532900000000001e-13,0.09006900000000001,19.13638136928351,21.92526136184481,(0.5196278836730513+0.29999703857698784j),0.5196278836730513,0.29999703857698784
811,"(31,)",1,2,(-4.003e-10+2.2957e-10j),(-0.0031453-0.00085619j),(-1.0212e-09+1.4008e-09j),(-0.012112+0.0018918j),,,,,0,(4989648.270965972+5000408.577481035j),-52.74661271009006,-189.72767698364572,-41.241303951381944,148.48637303226377,11.505308758708122,,,,,(9.993919804787278e-08-1.0004417314506557e-07j),9.993919804787278e-08,-1.0004417314506557e-07
812,"(31,)",1,3,(1.8433e-10+2.9334e-10j),(-0.00054668+0.0023871j),(8.0287e-10+8.8304e-10j),(-0.00040514+0.0084299j),,,,,0,(4994441.7590287775+5002063.98527911j),-55.23088311624104,-192.21755008222289,-44.48383194048394,147.73371814173893,10.747051175757091,,,,,(9.994284360402103e-08-1.0004399146582204e-07j),9.994284360402103e-08,-1.0004399146582204e-07
813,"(31,)",2,1,(0.079527+9.1944e-09j),(-0.058167-0.045726j),(-0.090557+0.12964j),(-0.022675+0.26258j),-0.3,7.0573e-11,3.0,0.028153,0,(-0.7314120397669358-0.5749744523885616j),-33.714696846392116,-25.000007959544842,-16.531063313503672,8.468944646041171,17.183633532888443,-2.1171899999999998e-11,0.084459,22.573537720669144,26.317687976414582,(0.5196227732778619+0.3000021083704947j),0.5196227732778619,0.3000021083704947
814,"(31,)",2,2,(-6.6112e-10+2.9151e-10j),(-0.0047662-0.0018448j),(-1.8195e-09+2.019e-09j),(-0.019194+0.00098756j),,,,,0,(5005677.194885042+4997587.365502387j),-48.84057663052471,-185.8331146126659,-37.33550844977454,148.49760616289137,11.505068180750177,,,,,(9.994281186170571e-08-1.0004691448983297e-07j),9.994281186170571e-08,-1.0004691448983297e-07
815,"(31,)",2,3,(2.0035e-10+4.8011e-10j),(-0.0014009+0.0033998j),(9.7026e-10+1.5066e-09j),(-0.0026882+0.012384j),,,,,0,(4994010.583605185+5001874.612953905j),-51.70016016402534,-188.68628808701266,-40.953118349579974,147.7331697374327,10.747041814445362,,,,,(9.994080538398954e-08-1.000420601609529e-07j),9.994080538398954e-08,-1.000420601609529e-07
816,"(31,)",3,1,(0.089231+9.4864e-09j),(-0.060925-0.055236j),(-0.098079+0.1342j),(-0.029733+0.27543j),-0.3,2.4053e-09,3.0,0.025934,0,(-0.6827784724175981-0.6190224644225694j),-32.22102147498297,-23.99998475475949,-16.098016470785584,7.901968283973907,16.12300500419738,-7.2159e-10,0.077802,26.448185513868484,31.56513068301587,(0.5196235111849232+0.30000012395867803j),0.5196235111849232,0.30000012395867803
817,"(31,)",3,2,(-9.6541e-10+3.2344e-10j),(-0.0064411-0.0032107j),(-2.8155e-09+2.5925e-09j),(-0.027041-0.0011286j),,,,,0,(4996801.206009432+4999808.7673337655j),-45.867307239584676,-182.85406263709172,-34.362286401128934,148.4917762359628,11.505020838455742,,,,,(9.994416042752118e-08-1.0004426535477611e-07j),9.994416042752118e-08,-1.0004426535477611e-07
818,"(31,)",3,3,(1.6891e-10+6.8805e-10j),(-0.0025946+0.0042825j),(9.9122e-10+2.2298e-09j),(-0.0062015+0.016103j),,,,,0,(4997217.387406316+4997718.172962431j),-49.018452533217605,-186.00375255683014,-38.271560391340344,147.73219216548978,10.746892141877263,,,,,(9.994256362276773e-08-1.0004432765985184e-07j),9.994256362276773e-08,-1.0004432765985184e-07
819,"(31,)",4,1,(0.10012+9.6866e-09j),(-0.063038-0.066243j),(-0.10516+0.13773j),(-0.037009+0.28642j),-0.3,1.5087e-08,3.0,0.023539,0,(-0.6296245146724235-0.661635975839784j),-30.803754834012373,-22.999883137916058,-15.736684795537784,7.263198342378276,15.06707003847459,-4.5261e-09,0.070617,30.696496297633647,37.793947619553364,(0.5196322828119042+0.30001022570146724j),0.5196322828119042,0.30001022570146724
820,"(31,)",4,2,(-1.2833e-09+3.1527e-10j),(-0.0079987-0.0048379j),(-3.9191e-09+3.0584e-09j),(-0.034888-0.0043218j),,,,,0,(5004705.307592158+4999402.666815694j),-43.59595698889815,-180.58922566094787,-32.090640583109334,148.49858507783853,11.505316405788816,,,,,(9.994070298628752e-08-1.0004367490730731e-07j),9.994070298628752e-08,-1.0004367490730731e-07
821,"(31,)",4,3,(9.2947e-11+8.9843e-10j),(-0.0040268+0.0049606j),(8.6397e-10+2.9915e-09j),(-0.010648+0.019273j),,,,,0,(5004161.271020802+4999745.976489621j),-46.90128583012873,-183.89437984869684,-36.15441914347115,147.73996070522568,10.746866686657576,,,,,(9.994386393588431e-08-1.0004525829861964e-07j),9.994386393588431e-08,-1.0004525829861964e-07
822,"(31,)",5,1,(0.11233+9.7911e-09j),(-0.064405-0.078861j),(-0.11163+0.14019j),(-0.044291+0.29537j),-0.3,4.795e-08,3.0,0.021277,0,(-0.5733553536349789-0.7020474885268443j),-29.48660760645813,-22.000384778962676,-15.444651100916255,6.555733678046419,14.041956505541872,-1.4385e-08,0.063831,34.83621412871483,44.72014897228621,(0.5196127716838455+0.30001635484088024j),0.5196127716838455,0.30001635484088024
823,"(31,)",5,2,(-1.5765e-09+2.7101e-10j),(-0.0092371-0.006532j),(-4.9955e-09+3.353e-09j),(-0.041741-0.0082346j),,,,,0,(4999240.846682196+5002755.6370817255j),-41.9385042630273,-178.9299387933691,-30.43322696365594,148.49671182971318,11.50527729937135,,,,,(9.994176069408979e-08-1.0004504977388063e-07j),9.994176069408979e-08,-1.0004504977388063e-07
824,"(31,)",5,3,(-1.6447e-11+1.1085e-09j),(-0.0056241+0.0054614j),(6.1984e-10+3.7699e-09j),(-0.015763+0.021942j),,,,,0,(5001015.183280754+4999412.091367235j),-45.12455877723547,-182.1146300503109,-34.377526299758486,147.7371037505524,10.747032477476985,,,,,(9.994006848933861e-08-1.0004536047750636e-07j),9.994006848933861e-08,-1.0004536047750636e-07
825,"(31,)",6,1,(0.12604+9.7598e-09j),(-0.064851-0.093303j),(-0.11729+0.14136j),(-0.051494+0.30177j),-0.3,1.0064e-07,3.0,0.019698,0,(-0.5145271915648835-0.7402649553976317j),-28.275460050887364,-21.000132066600546,-15.230440168274393,5.76969189832615,13.045019882612971,-3.0192e-08,0.059094,37.30589369140681,50.74725965072594,(0.5196288891668024+0.3000040758897329j),0.5196288891668024,0.3000040758897329
826,"(31,)",6,2,(-1.7819e-09+1.872e-10j),(-0.009851-0.0079787j),(-5.8308e-09+3.3842e-09j),(-0.046071-0.012257j),,,,,0,(5002749.666225257+5003207.103382551j),-40.95009106598315,-177.94496356236135,-29.444742992069976,148.50022057029136,11.505348073913176,,,,,(9.994435796875612e-08-1.0004597242567003e-07j),9.994435796875612e-08,-1.0004597242567003e-07
827,"(31,)",6,3,(-1.4909e-10+1.3287e-09j),(-0.0073896+0.0058949j),(3.0194e-10+4.597e-09j),(-0.021489+0.024485j),,,,,0,(4997712.948682908+5000745.8240993945j),-43.49906110134608,-180.48742274818377,-32.75194963538267,147.7354731128011,10.747111465963407,,,,,(9.994339141309514e-08-1.000458867909333e-07j),9.994339141309514e-08,-1.000458867909333e-07
828,"(31,)",7,1,(0.14142+9.6186e-09j),(-0.064398-0.10963j),(-0.12211+0.14147j),(-0.058354+0.30595j),-0.3,1.7395e-07,3.0,0.019015,0,(-0.4553670446642704-0.7752085675293915j),-27.174031371979297,-20.000083298480448,-15.080364632874035,4.919718665606409,12.09366673910526,-5.2184999999999994e-08,0.057045,36.88873907967386,54.41842301341047,(0.5196170077552927+0.3000106851755112j),0.5196170077552927,0.3000106851755112
829,"(31,)",7,2,(-1.8985e-09+8.6729e-11j),(-0.0099224-0.0090594j),(-6.3814e-09+3.2151e-09j),(-0.047978-0.015857j),,,,,0,(4998018.411343067+5000196.544007043j),-40.44488431700767,-177.43303395799984,-28.93922548843439,148.49380846956544,11.505658828573274,,,,,(9.994190933815053e-08-1.0004332936710685e-07j),9.994190933815053e-08,-1.0004332936710685e-07
830,"(31,)",7,3,(-3.0699e-10+1.547e-09j),(-0.0092622+0.0062035j),(-9.5704e-11+5.4321e-09j),(-0.027654+0.02667j),,,,,0,(5001189.159696896+4994754.324411538j),-42.066575427752696,-179.05275311108625,-31.319340414342037,147.7334126967442,10.747235013410663,,,,,(9.994406886195797e-08-1.0004309262499384e-07j),9.994406886195797e-08,-1.0004309262499384e-07
831,"(31,)",8,1,(0.15868+9.4218e-09j),(-0.063284-0.12766j),(-0.12616+0.1415j),(-0.064185+0.30937j),-0.3,2.6157e-07,3.0,0.018757,0,(-0.3988152733800925-0.8045122021832761j),-26.128414308208203,-18.999856120597542,-14.955908842636184,4.043947277961357,11.172505465572023,-7.847099999999999e-08,0.056271,34.39744550923203,56.77073050505589,(0.5196202407026462+0.29999086805605146j),0.5196202407026462,0.29999086805605146
832,"(31,)",8,2,(-1.9973e-09+3.9966e-12j),(-0.010007-0.0099693j),(-6.8498e-09+3.0851e-09j),(-0.049668-0.01885j),,,,,0,(5000256.060264093+5001393.893441372j),-40.010283414444736,-177.00141652737517,-28.504371724321608,148.49704480305354,11.50591169012312,,,,,(9.994276127598327e-08-1.0004471792808822e-07j),9.994276127598327e-08,-1.0004471792808822e-07
833,"(31,)",8,3,(-4.8843e-10+1.7291e-09j),(-0.011091+0.0062029j),(-6.0491e-10+6.1637e-09j),(-0.033859+0.027778j),,,,,0,(5000265.815453901+5001862.337492251j),-40.928944476941005,-177.9204929244473,-30.181702604964237,147.73879031948306,10.747241871976767,,,,,(9.99436874653836e-08-1.000461989304638e-07j),9.99436874653836e-08,-1.000461989304638e-07
834,"(31,)",9,1,(0.17804+9.2049e-09j),(-0.06158-0.14749j),(-0.12953+0.14173j),(-0.068845+0.31252j),-0.3,3.6202e-07,3.0,0.018744,0,(-0.3458773737667099-0.828409328332023j),-25.119540139518666,-17.9999482444301,-14.845038745039766,3.154909499390337,10.274501394478904,-1.08606e-07,0.056232000000000004,30.093833604531167,58.27906763497654,(0.5195956634680597+0.30000779645635933j),0.5195956634680597,0.30000779645635933
835,"(31,)",9,2,(-2.1063e-09-5.3742e-11j),(-0.010264-0.010793j),(-7.3079e-09+3.0571e-09j),(-0.051818-0.021282j),,,,,0,(5000486.811072225+4996564.514931091j),-39.54992987545967,-176.53706902397948,-28.043730915910437,148.49333810806908,11.506198959549236,,,,,(9.994158600173494e-08-1.0004355307593738e-07j),9.994158600173494e-08,-1.0004355307593738e-07
836,"(31,)",9,3,(-6.8418e-10+1.8764e-09j),(-0.012801+0.0059549j),(-1.1799e-09+6.7787e-09j),(-0.039809+0.027976j),,,,,0,(4996757.661234497+5000169.656436039j),-40.014650962728275,-177.00168220391384,-29.267559571158074,147.73412263275577,10.747091391570203,,,,,(9.994519106008295e-08-1.0004354128220052e-07j),9.994519106008295e-08,-1.0004354128220052e-07
837,"(32,)",1,1,(0.070879+8.9047e-09j),(-0.048015-0.029853j),(-0.031799+0.13641j),(-0.012716+0.23309j),-0.3,2.6685e-13,3.0,0.031123,0,(-0.6774221384402115-0.42118249365480726j),-30.39246094124049,-25.999948323514012,-17.585309689962802,8.414638633551208,12.807151251277686,-8.0055e-14,0.09336900000000001,15.984934835973352,18.675245667726976,(0.5909084267827641+0.1041872600498965j),0.5909084267827641,0.1041872600498965
838,"(32,)",1,2,(-1.9471e-10+2.9184e-10j),(-0.0024331+0.00048529j),(-2.1972e-10+1.301e-09j),(-0.0076067+0.0054027j),,,,,0,(4999700.088322093+5001399.382547991j),-55.11767930406042,-192.1083344085684,-43.61255970891784,148.49577469965055,11.505119595142578,,,,,(9.994430401610798e-08-1.00047446158278e-07j),9.994430401610798e-08,-1.00047446158278e-07
839,"(32,)",1,3,(2.0355e-10+1.4473e-10j),(0.000294+0.0017416j),(7.7856e-10+3.6705e-10j),(0.0020547+0.0057295j),,,,,0,(5000137.721802196+5000884.635340546j),-58.06930170746625,-195.05988973779108,-47.32253946812149,147.7373502696696,10.746762239344767,,,,,(9.994126618230139e-08-1.0004549792743265e-07j),9.994126618230139e-08,-1.0004549792743265e-07
840,"(32,)",2,1,(0.079527+9.4175e-09j),(-0.051771-0.037094j),(-0.037469+0.14514j),(-0.019495+0.24906j),-0.3,7.2291e-12,3.0,0.029505,0,(-0.6509865126640011-0.46643270674531323j),-29.453213749903465,-25.000007959544842,-16.996067876716733,8.003940082828109,12.457145873186736,-2.16873e-12,0.088515,18.989351711574262,22.561934736485345,(0.5909064559434031+0.10418886469679338j),0.5909064559434031,0.10418886469679338
841,"(32,)",2,2,(-4.008e-10+4.3882e-10j),(-0.0041974+0.00018917j),(-7.0104e-10+2.1216e-09j),(-0.014118+0.0070959j),,,,,0,(4998050.239191141+5000185.6436174065j),-50.54188053027851,-187.53004834384825,-39.03664120042728,148.49340714342097,11.505239329851232,,,,,(9.993980879639211e-08-1.0004512755076367e-07j),9.993980879639211e-08,-1.0004512755076367e-07
842,"(32,)",2,3,(2.8742e-10+2.9811e-10j),(-5.0344e-05+0.0029306j),(1.1584e-09+8.3572e-10j),(0.0016086+0.0099723j),,,,,0,(5010334.457618144+4999544.898891707j),-53.66988759846787,-190.66816955170736,-42.922835455858525,147.74533409584885,10.747052142609348,,,,,(9.994135966622713e-08-1.0004054519427886e-07j),9.994135966622713e-08,-1.0004054519427886e-07
843,"(32,)",3,1,(0.089231+9.8318e-09j),(-0.054995-0.045956j),(-0.043403+0.15256j),(-0.027086+0.26297j),-0.3,4.3118e-10,3.0,0.027476,0,(-0.6163217386737855-0.5150227380669041j),-28.498935851627234,-23.99998475475949,-16.504456782339446,7.495527972420042,11.994479069287788,-1.29354e-10,0.082428,22.302086018100585,27.13185949373999,(0.5908737292334587+0.10418904882679599j),0.5908737292334587,0.10418904882679599
844,"(32,)",3,2,(-6.7346e-10+5.7816e-10j),(-0.006251-0.00048311j),(-1.4241e-09+3.0147e-09j),(-0.0222+0.0079424j),,,,,0,(4989079.697824155+5000439.993606174j),-47.06544670093333,-184.04604450705023,-35.56016355050343,148.4858809565468,11.50528315042989,,,,,(9.99402820668101e-08-1.0004208575281834e-07j),9.99402820668101e-08,-1.0004208575281834e-07
845,"(32,)",3,3,(3.3171e-10+5.0441e-10j),(-0.00086152+0.004184j),(1.4341e-09+1.5091e-09j),(-0.00038217+0.014717j),,,,,0,(5006507.637253128+5000354.172901479j),-50.39812992922876,-187.3937896634513,-39.65098655377699,147.7428031096743,10.74714337545177,,,,,(9.99434354246345e-08-1.000404554403909e-07j),9.99434354246345e-08,-1.000404554403909e-07
846,"(32,)",4,1,(0.10012+1.0121e-08j),(-0.05757-0.056448j),(-0.049304+0.15873j),(-0.034987+0.2748j),-0.3,7.2759e-09,3.0,0.02521,0,(-0.5750100450085296-0.5638033777499334j),-27.540763293092,-22.999883137916054,-16.098332419304068,6.901550718611988,11.442430873787933,-2.18277e-09,0.07563,25.84227056260735,32.469279950416485,(0.5908850276011787+0.10418742918237835j),0.5908850276011787,0.10418742918237835
847,"(32,)",4,2,(-9.8353e-10+6.9141e-10j),(-0.0083751-0.0014603j),(-2.312e-09+3.8851e-09j),(-0.030992+0.0078504j),,,,,0,(5000415.693724367+4999987.204048646j),-44.42043240719912,-181.410482404042,-32.91522651982384,148.49525588421815,11.50520588737529,,,,,(9.99411119832966e-08-1.0004266567134514e-07j),9.99411119832966e-08,-1.0004266567134514e-07
848,"(32,)",4,3,(3.1924e-10+7.3958e-10j),(-0.0021005+0.0052942j),(1.5335e-09+2.3137e-09j),(-0.003911+0.019235j),,,,,0,(5000704.3475168785+4998681.489360566j),-47.899403961804595,-184.88857071120555,-37.15252238632577,147.7360483248798,10.746881575478824,,,,,(9.994390174493511e-08-1.0004578111382591e-07j),9.994390174493511e-08,-1.0004578111382591e-07
849,"(32,)",5,1,(0.11233+1.0314e-08j),(-0.059347-0.068625j),(-0.054882+0.16359j),(-0.042735+0.28439j),-0.3,3.2324e-08,3.0,0.023013,0,(-0.5283273061609641-0.610923124284093j),-26.589047467860837,-22.000384778962673,-15.773262120404468,6.227122658558207,10.81578534745637,-9.6972e-09,0.06903899999999999,29.19523848911476,38.3335725466765,(0.5908876298675731+0.10418937774749205j),0.5908876298675731,0.10418937774749205
850,"(32,)",5,2,(-1.2903e-09+7.7737e-10j),(-0.010343-0.0025591j),(-3.2309e-09+4.6552e-09j),(-0.039437+0.007102j),,,,,0,(5004545.389369878+4998437.1458842615j),-42.45932204325803,-179.45161391698747,-30.953614303692095,148.49799961329535,11.505707739565928,,,,,(9.994189281514712e-08-1.0004342818233702e-07j),9.994189281514712e-08,-1.0004342818233702e-07
851,"(32,)",5,3,(2.4626e-10+9.8672e-10j),(-0.003692+0.0061675j),(1.44e-09+3.1935e-09j),(-0.0087799+0.023164j),,,,,0,(5004932.945577709+4990792.511733791j),-45.87800609681837,-182.86400121703647,-35.1310392090099,147.7329620080266,10.746966887808473,,,,,(9.994365586871234e-08-1.0004728475918267e-07j),9.994365586871234e-08,-1.0004728475918267e-07
852,"(32,)",6,1,(0.12604+1.0353e-08j),(-0.060134-0.082625j),(-0.059874+0.16696j),(-0.049952+0.29138j),-0.3,7.9294e-08,3.0,0.021433,0,(-0.4771025609875107-0.6555458192681464j),-25.65184239466828,-21.000132066600543,-15.533310638968544,5.466821427631996,10.118531755699735,-2.37882e-08,0.064299,31.144253898194286,43.497542129737624,(0.5908593139034773+0.10419176179522788j),0.5908593139034773,0.10419176179522788
853,"(32,)",6,2,(-1.5306e-09+8.4303e-10j),(-0.011871-0.0034403j),(-3.9582e-09+5.2475e-09j),(-0.046034+0.0064235j),,,,,0,(5000752.197375172+5002014.977755906j),-41.17030850665715,-178.16241182452276,-29.664977351383854,148.49743447313892,11.505331155273302,,,,,(9.994447495740148e-08-1.0004576324262788e-07j),9.994447495740148e-08,-1.0004576324262788e-07
854,"(32,)",6,3,(1.2268e-10+1.2477e-09j),(-0.0056255+0.0068481j),(1.1743e-09+4.1564e-09j),(-0.014926+0.026648j),,,,,0,(4996952.3382666735+5000020.928795829j),-44.05924037144986,-181.04631143923183,-33.31194260154982,147.73436883768198,10.747297769900046,,,,,(9.993783630162494e-08-1.00043986214277e-07j),9.993783630162494e-08,-1.00043986214277e-07
855,"(32,)",7,1,(0.14142+1.0291e-08j),(-0.059924-0.098518j),(-0.064162+0.16903j),(-0.056391+0.29601j),-0.3,1.4649e-07,3.0,0.020772,0,(-0.4237307818488305-0.6966341086083052j),-24.74765033063818,-20.00008329848044,-15.367495118050376,4.632588180430066,9.380155212587802,-4.3947e-08,0.062315999999999996,30.58150831006474,46.628443607580714,(0.5908769566927581+0.10419194464760878j),0.5908769566927581,0.10419194464760878
856,"(32,)",7,2,(-1.689e-09+8.9825e-10j),(-0.012923-0.0039591j),(-4.4153e-09+5.6722e-09j),(-0.050444+0.0062592j),,,,,0,(4992571.5706156725+4999216.940974261j),-40.39342792204252,-177.3759945482435,-28.887753508332192,148.48824103991134,11.505674413710329,,,,,(9.994246997510555e-08-1.0004440750003605e-07j),9.994246997510555e-08,-1.0004440750003605e-07
857,"(32,)",7,3,(-4.199e-11+1.5105e-09j),(-0.0077594+0.0073369j),(7.7598e-10+5.1462e-09j),(-0.021868+0.029602j),,,,,0,(4996206.317170165+4998086.260669992j),-42.43978918489919,-179.42453056278427,-31.69254889031005,147.7319816724742,10.747240294589142,,,,,(9.994086248813452e-08-1.0004346939026165e-07j),9.994086248813452e-08,-1.0004346939026165e-07
858,"(32,)",8,1,(0.15868+1.0166e-08j),(-0.059006-0.11621j),(-0.067813+0.17065j),(-0.061917+0.29972j),-0.3,2.329e-07,3.0,0.020597,0,(-0.3718553531958334-0.7323544001746817j),-23.875939179039346,-18.99985612059754,-15.23271468400938,3.7671414365881564,8.643224495029965,-6.987e-08,0.061791,28.132272839086514,48.5068762602968,(0.5908880240861609+0.10418719542458686j),0.5908880240861609,0.10418719542458686
859,"(32,)",8,2,(-1.8345e-09+9.4255e-10j),(-0.013898-0.0044471j),(-4.8426e-09+6.0644e-09j),(-0.054542+0.0060817j),,,,,0,(5008301.567837874+4997369.660815257j),-39.727908930867535,-176.72253872878105,-28.222014385862167,148.50052434291888,11.505894545005367,,,,,(9.994198411844179e-08-1.0004368807867098e-07j),9.994198411844179e-08,-1.0004368807867098e-07
860,"(32,)",8,3,(-2.2554e-10+1.731e-09j),(-0.00978+0.0075336j),(2.9236e-10+6.0095e-09j),(-0.028603+0.031497j),,,,,0,(5003378.919344332+4997999.952935345j),-41.18034972294852,-178.17124861319866,-30.43305206162922,147.73819655156944,10.747297661319307,,,,,(9.994452889764243e-08-1.0004360288469589e-07j),9.994452889764243e-08,-1.0004360288469589e-07
